bvid,time,Sadness,Anger,Regret,Disgust,Joy,Expectation,Surprise,Love,Neutral
BV1MbdKYCEiE,2025-04-19,0,0,1,0,0,1,0,0,0
BV1MbdKYCEiE,2025-04-21,0,0,0,0,0,0,0,0,1
BV1MbdKYCEiE,2025-04-22,0,0,0,1,0,0,0,0,0
BV1Mk57zUEEm,2025-04-19,0,2,0,0,4,0,2,1,13
BV1Mk57zUEEm,2025-04-20,1,0,0,0,0,0,0,1,5
BV1Mk57zUEEm,2025-04-21,2,0,0,0,0,1,1,0,7
BV1Mk57zUEEm,2025-04-24,0,0,0,0,0,0,0,0,1
BV1Nh5azpE8Y,2025-04-17,0,1,0,0,2,0,0,0,3
BV1Nh5azpE8Y,2025-04-18,0,0,3,3,2,2,0,0,9
BV1Nh5azpE8Y,2025-04-19,0,0,0,0,0,0,0,0,4
BV1Nh5azpE8Y,2025-04-21,0,0,0,0,1,0,0,0,4
BV1Nh5azpE8Y,2025-04-22,0,0,0,0,0,0,0,0,2
BV1Nh5azpE8Y,2025-04-23,2,0,0,1,0,0,0,0,1
BV1Nh5azpE8Y,2025-04-24,1,0,0,0,1,0,0,0,3
BV1Nh5azpE8Y,2025-05-01,0,0,0,0,0,0,0,0,1
BV1Nh5azpE8Y,2025-05-19,0,0,0,0,0,0,0,0,2
BV1PA5szbE89,2025-04-19,0,0,0,2,0,0,0,0,2
BV1PodjYNEUH,2025-04-10,0,1,2,0,0,3,0,0,2
BV1PodjYNEUH,2025-04-11,0,1,1,1,1,3,0,0,1
BV1PodjYNEUH,2025-04-12,0,0,1,1,0,1,0,0,0
BV1PodjYNEUH,2025-04-14,0,0,0,0,0,1,0,0,0
BV1PudWYnEps,2025-04-08,0,0,1,1,2,6,1,0,4
BV1PudWYnEps,2025-04-09,0,0,1,3,1,6,0,0,12
BV1Q5dmYPEjq,2025-04-11,0,0,0,1,0,4,0,0,5
BV1Q5dmYPEjq,2025-04-12,0,0,0,1,0,1,0,0,0
BV1Q5dmYPEjq,2025-04-17,0,0,0,0,0,0,0,0,1
BV1QE5CzFExe,2025-04-21,0,0,0,0,0,1,0,0,2
BV1QE5CzFExe,2025-04-22,0,0,0,0,0,1,0,0,2
BV1QE5CzFExe,2025-04-23,0,0,0,0,1,0,0,0,1
BV1RSdPYnEqR,2025-04-09,0,0,0,2,0,2,0,0,2
BV1RSdPYnEqR,2025-04-10,0,0,1,0,1,2,0,0,0
BV1RSdPYnEqR,2025-04-11,0,0,0,0,0,0,0,0,1
BV1RSdPYnEqR,2025-04-28,0,0,0,0,0,0,0,0,1
BV1S75tz1ES6,2025-04-19,1,1,0,4,6,0,0,0,10
BV1S75tz1ES6,2025-04-20,0,0,1,2,1,0,0,0,7
BV1S75tz1ES6,2025-04-21,1,0,0,0,0,0,0,0,3
BV1S75tz1ES6,2025-04-22,0,0,0,1,0,0,0,0,0
BV1S75tz1ES6,2025-05-12,0,0,0,0,0,0,0,0,1
BV1S8ZFYvE6B,2025-04-02,0,0,0,2,1,1,1,0,1
BV1S8ZFYvE6B,2025-04-03,0,0,2,15,4,0,4,0,7
BV1S8ZFYvE6B,2025-04-04,0,0,0,1,1,0,0,0,0
BV1S8ZFYvE6B,2025-04-06,0,0,0,0,1,0,0,0,0
BV1S8ZFYvE6B,2025-04-18,0,0,0,1,0,0,0,0,0
BV1TELazsEMb,2025-04-23,2,0,0,0,1,0,2,0,0
BV1TELazsEMb,2025-04-24,3,0,0,0,0,1,0,0,0
BV1TELazsEMb,2025-04-25,0,0,0,0,0,0,0,0,1
BV1TtdPYiEnV,2025-04-09,1,0,1,1,0,1,0,0,0
BV1TtdPYiEnV,2025-04-10,1,0,2,1,0,1,0,0,1
BV1UHdLYuEy8,2025-04-15,0,0,0,1,0,0,0,0,0
BV1UHdLYuEy8,2025-04-16,0,0,0,1,2,0,0,0,0
BV1UHdLYuEy8,2025-04-17,1,0,0,1,2,1,0,0,3
BV1UHdLYuEy8,2025-04-18,0,0,0,0,0,0,1,0,0
BV1UHdLYuEy8,2025-05-03,0,0,0,0,1,0,0,0,0
BV1UHdLYuEy8,2025-05-06,0,0,0,0,0,0,0,0,1
BV1UHdLYuEy8,2025-05-11,0,0,0,1,0,0,0,0,0
BV1UHdLYuEy8,2025-05-28,0,0,0,0,0,1,0,0,0
BV1UHdLYuEy8,2025-05-29,0,0,0,0,0,0,0,0,2
BV1UHdLYuEy8,2025-05-30,0,0,0,0,0,0,1,0,0
BV1UHdLYuEy8,2025-06-01,1,0,0,1,0,0,0,0,0
BV1UHdLYuEy8,2025-06-15,0,0,0,0,1,0,0,0,0
BV1UHdLYuEy8,2025-06-18,0,0,0,0,0,1,0,0,0
BV1Vtd2YiE32,2025-04-11,0,0,0,0,1,0,0,0,0
BV1WU5bzVE15,2025-04-20,1,0,0,1,0,0,0,0,2
BV1XB5YziEj2,2025-04-18,1,1,0,1,0,0,3,0,1
BV1XB5YziEj2,2025-04-19,0,0,0,1,0,0,0,0,1
BV1XB5YziEj2,2025-04-20,0,0,2,1,1,0,2,0,1
BV1XB5YziEj2,2025-04-21,0,0,1,3,0,0,1,0,2
BV1XB5YziEj2,2025-04-25,0,0,1,0,0,0,1,0,3
BV1XB5YziEj2,2025-04-26,0,0,0,0,0,0,0,0,1
BV1XB5YziEj2,2025-05-05,0,0,0,0,0,0,0,0,1
BV1ZCLwzREgn,2025-04-20,0,0,0,0,1,2,0,0,1
BV1ZCLwzREgn,2025-04-21,0,0,0,0,2,1,1,0,3
BV1ZCLwzREgn,2025-04-22,0,0,0,0,0,1,0,0,1
BV1ZCLwzREgn,2025-04-24,0,0,0,1,0,0,0,0,0
BV1ZCLwzREgn,2025-04-27,0,0,0,0,0,0,0,0,1
BV1ZCLwzREgn,2025-05-03,0,0,0,0,1,0,0,0,0
BV1ZCLwzREgn,2025-05-04,0,0,0,0,0,1,0,0,0
BV1ZCLwzREgn,2025-05-13,0,0,0,0,1,0,0,0,0
BV1ZCLwzREgn,2025-06-18,0,0,0,0,0,0,0,0,1
BV1aU5qzLE7Z,2025-04-19,1,1,0,3,0,1,0,0,3
BV1aU5qzLE7Z,2025-04-20,0,0,0,2,2,3,0,0,3
BV1aU5qzLE7Z,2025-04-21,0,0,0,1,0,2,0,0,0
BV1cfL2zWEVJ,2025-05-07,0,0,0,1,0,1,0,0,0
BV1cfL2zWEVJ,2025-05-08,1,0,1,0,0,0,0,0,3
BV1cfL2zWEVJ,2025-05-09,1,0,0,1,0,0,0,0,0
BV1cfL2zWEVJ,2025-05-10,0,0,0,0,0,0,0,0,1
BV1cfL2zWEVJ,2025-05-11,1,0,0,0,0,0,1,0,1
BV1cfL2zWEVJ,2025-05-12,0,0,0,0,0,1,0,0,0
BV1cfL2zWEVJ,2025-05-13,0,1,0,0,0,0,0,0,0
BV1cfL2zWEVJ,2025-05-16,0,0,0,0,1,0,0,0,0
BV1cfL2zWEVJ,2025-05-18,0,0,0,0,1,0,0,0,0
BV1cfL2zWEVJ,2025-05-21,0,0,0,0,0,0,0,0,1
BV1cfL2zWEVJ,2025-05-24,0,0,0,0,0,0,0,0,1
BV1cfL2zWEVJ,2025-05-25,0,0,0,0,0,0,0,0,1
BV1cfL2zWEVJ,2025-06-07,0,0,0,0,1,0,0,0,0
BV1chGfznEfu,2025-05-04,2,0,0,0,1,1,0,0,0
BV1chGfznEfu,2025-05-05,0,0,0,1,1,0,0,0,1
BV1chGfznEfu,2025-05-06,0,0,1,0,0,1,0,0,2
BV1dhVmzCE8V,2025-05-11,0,0,0,1,0,0,0,0,0
BV1dhVmzCE8V,2025-05-12,0,1,0,1,0,0,0,0,0
BV1dhVmzCE8V,2025-05-13,0,0,1,1,0,0,0,0,2
BV1dhVmzCE8V,2025-05-14,0,0,0,0,1,0,1,0,0
BV1dhVmzCE8V,2025-05-15,0,0,0,0,0,2,0,0,0
BV1dhVmzCE8V,2025-05-16,1,3,0,0,0,0,0,0,2
BV1dhVmzCE8V,2025-05-17,0,0,0,1,2,0,0,0,0
BV1dhVmzCE8V,2025-05-19,0,0,0,0,0,0,0,0,2
BV1dhVmzCE8V,2025-05-20,0,0,0,0,0,0,0,0,1
BV1dhVmzCE8V,2025-05-21,0,0,0,0,2,0,0,0,1
BV1dhVmzCE8V,2025-05-23,0,0,0,0,0,0,0,0,1
BV1dhVmzCE8V,2025-05-24,0,0,0,1,0,0,0,0,0
BV1dhVmzCE8V,2025-05-25,0,0,0,1,0,0,0,0,0
BV1dhVmzCE8V,2025-05-26,0,0,0,0,1,0,1,0,0
BV1dhVmzCE8V,2025-05-27,0,0,0,0,1,0,0,0,0
BV1dhVmzCE8V,2025-05-29,0,0,0,0,0,0,0,0,2
BV1dhVmzCE8V,2025-06-02,0,0,0,0,0,1,0,0,0
BV1dhVmzCE8V,2025-06-04,0,0,0,0,0,0,0,0,1
BV1dhVmzCE8V,2025-06-09,0,0,1,0,0,0,0,0,1
BV1dhVmzCE8V,2025-06-22,0,0,0,0,0,0,0,0,1
BV1dhVmzCE8V,2025-06-24,0,0,0,0,0,0,1,0,1
BV1fA5CzgEb4,2025-04-18,0,0,1,1,0,1,0,0,3
BV1fA5CzgEb4,2025-04-19,1,0,1,0,0,1,0,0,3
BV1fA5CzgEb4,2025-04-20,0,0,0,1,0,0,0,0,1
BV1fA5CzgEb4,2025-04-21,0,0,0,0,0,0,0,0,2
BV1fA5CzgEb4,2025-04-23,0,0,0,0,0,0,0,0,1
BV1fA5CzgEb4,2025-04-24,0,0,0,0,0,0,0,0,2
BV1fA5CzgEb4,2025-04-26,0,0,0,0,0,0,0,0,2
BV1fA5CzgEb4,2025-04-28,0,0,0,1,0,0,0,0,1
BV1fA5CzgEb4,2025-05-04,0,0,1,0,0,0,0,0,0
BV1fA5CzgEb4,2025-06-15,0,0,0,0,0,0,0,0,1
BV1fQ5ez1Enr,2025-04-17,1,0,0,0,0,0,0,0,0
BV1fi5xz9EJZ,2025-04-19,0,0,0,0,0,1,0,0,0
BV1fi5xz9EJZ,2025-04-20,2,2,0,1,1,4,0,0,8
BV1fi5xz9EJZ,2025-04-21,0,0,0,0,3,1,0,0,3
BV1fi5xz9EJZ,2025-04-22,0,1,0,0,1,0,0,0,2
BV1fi5xz9EJZ,2025-04-23,0,0,0,1,1,0,0,0,1
BV1fi5xz9EJZ,2025-04-24,1,0,0,0,0,0,0,0,0
BV1fi5xz9EJZ,2025-04-26,0,0,0,0,0,1,1,0,1
BV1fi5xz9EJZ,2025-05-01,0,0,0,1,0,0,0,0,0
BV1fi5xz9EJZ,2025-05-14,0,0,0,0,1,0,0,0,0
BV1gt5mz6EBw,2025-04-25,0,0,0,1,4,0,0,0,3
BV1gt5mz6EBw,2025-04-26,1,0,0,0,2,0,0,0,2
BV1gt5mz6EBw,2025-04-27,0,0,0,0,0,0,0,0,1
BV1gt5mz6EBw,2025-04-29,1,0,1,0,0,0,0,0,1
BV1gt5mz6EBw,2025-04-30,1,0,1,1,0,0,0,0,0
BV1gt5mz6EBw,2025-05-01,0,0,0,0,0,1,0,0,0
BV1gt5mz6EBw,2025-05-02,0,0,0,1,0,1,0,0,0
BV1gt5mz6EBw,2025-05-04,1,0,0,0,0,0,0,0,0
BV1gt5mz6EBw,2025-05-06,0,0,0,1,0,0,0,0,0
BV1gt5mz6EBw,2025-05-07,0,0,0,0,0,0,0,0,1
BV1gt5mz6EBw,2025-05-10,1,0,0,0,0,0,0,0,0
BV1gt5mz6EBw,2025-05-16,0,0,0,0,1,0,0,0,0
BV1gt5mz6EBw,2025-05-18,0,0,0,1,0,0,0,0,0
BV1hc5yzhEBT,2025-04-21,2,1,0,0,1,1,3,0,10
BV1hc5yzhEBT,2025-04-22,0,0,0,0,1,0,0,0,1
BV1ibdNY9EDw,2025-04-09,0,0,0,1,0,0,0,0,5
BV1ibdNY9EDw,2025-04-10,0,1,0,0,1,0,0,0,2
BV1ibdNY9EDw,2025-04-11,0,0,0,0,1,0,0,0,0
BV1ibdNY9EDw,2025-04-12,0,0,0,0,0,0,1,0,0
BV1ibdNY9EDw,2025-04-13,0,1,0,1,0,0,0,0,0
BV1ibdNY9EDw,2025-04-17,0,0,0,0,0,0,0,0,1
BV1ibdNY9EDw,2025-04-25,0,0,0,0,0,0,0,0,1
BV1ibdNY9EDw,2025-04-28,0,0,0,0,0,0,0,0,1
BV1ibdNY9EDw,2025-05-11,1,0,0,0,0,0,1,0,0
BV1ibdNY9EDw,2025-06-06,0,0,0,0,0,1,0,0,0
BV1ibdNY9EDw,2025-06-24,0,0,0,0,0,0,0,0,1
BV1ibdNY9EDw,2025-06-25,0,0,0,0,0,0,0,0,1
BV1j7dkYoEjJ,2025-04-14,0,0,0,0,0,0,0,0,1
BV1j7dkYoEjJ,2025-04-15,0,0,0,0,0,0,0,0,1
BV1j7dkYoEjJ,2025-04-17,0,0,0,1,0,0,0,0,0
BV1j7dkYoEjJ,2025-04-18,0,0,0,0,0,1,0,0,2
BV1j7dkYoEjJ,2025-04-19,0,0,0,0,0,0,0,0,1
BV1j7dkYoEjJ,2025-04-26,0,0,0,0,0,1,0,0,0
BV1j7dkYoEjJ,2025-05-05,0,0,0,0,0,0,0,0,1
BV1j8RyYYExE,2025-04-07,0,0,0,0,1,0,0,0,1
BV1j8RyYYExE,2025-04-08,0,0,1,2,2,5,0,0,1
BV1j8RyYYExE,2025-04-09,1,1,0,1,1,7,1,0,11
BV1j8RyYYExE,2025-04-10,0,1,0,1,0,1,1,0,0
BV1j8RyYYExE,2025-04-11,0,0,0,2,0,1,0,0,2
BV1j8RyYYExE,2025-04-12,1,0,0,0,1,0,0,0,0
BV1j8RyYYExE,2025-04-13,0,0,0,1,0,0,0,0,0
BV1j8RyYYExE,2025-04-16,0,0,0,0,0,0,0,0,1
BV1ja5yzgEVh,2025-04-21,1,0,1,0,0,0,1,0,1
BV1ja5yzgEVh,2025-04-22,1,0,0,0,0,0,0,0,1
BV1ja5yzgEVh,2025-04-25,0,0,0,0,1,0,0,0,0
BV1ja5yzgEVh,2025-04-26,0,1,0,0,0,0,0,0,0
BV1jo5pzCEwM,2025-04-19,0,1,0,1,0,0,0,0,3
BV1jo5pzCEwM,2025-04-20,0,0,0,1,1,0,0,0,0
BV1jo5pzCEwM,2025-04-24,0,0,0,1,0,1,0,0,0
BV1kQdWYDERB,2025-04-08,1,0,0,1,0,1,0,0,9
BV1kQdWYDERB,2025-04-09,1,0,0,1,0,1,1,0,4
BV1kQdWYDERB,2025-04-10,0,0,0,0,0,1,0,0,0
BV1kQdWYDERB,2025-04-11,0,0,0,1,0,1,0,0,0
BV1kQdWYDERB,2025-04-12,0,0,0,0,0,0,0,0,1
BV1kQdWYDERB,2025-04-13,0,0,0,0,0,1,0,0,1
BV1kQdWYDERB,2025-04-18,0,0,0,0,0,0,0,0,2
BV1kQdWYDERB,2025-05-03,0,0,0,0,0,0,0,0,1
BV1pXGUzsEnK,2025-04-29,0,0,1,0,0,0,0,0,0
BV1pXGUzsEnK,2025-04-30,0,0,0,1,0,0,0,0,1
BV1pb5jzBEmu,2025-04-20,1,0,0,0,0,0,0,0,2
BV1pb5jzBEmu,2025-04-21,0,0,0,1,2,2,0,0,6
BV1pb5jzBEmu,2025-04-22,0,0,1,1,0,0,0,0,2
BV1pb5jzBEmu,2025-04-23,0,0,0,0,0,1,0,0,0
BV1pb5jzBEmu,2025-04-24,0,0,0,0,0,1,0,0,1
BV1pb5jzBEmu,2025-04-25,0,1,0,0,0,0,0,0,0
BV1pb5jzBEmu,2025-04-26,0,0,0,0,0,0,0,0,1
BV1pb5jzBEmu,2025-04-27,0,0,0,0,1,0,0,0,1
BV1pb5jzBEmu,2025-05-02,0,0,0,1,0,0,0,0,1
BV1q4LNzPEsU,2025-04-22,0,0,0,0,1,0,0,0,0
BV1q4LNzPEsU,2025-04-23,0,1,0,2,1,1,1,0,1
BV1q4LNzPEsU,2025-04-24,0,0,0,0,3,0,3,0,2
BV1q4LNzPEsU,2025-04-25,0,0,0,0,1,0,0,0,0
BV1q4LNzPEsU,2025-04-26,0,0,0,0,0,0,2,0,0
BV1q4LNzPEsU,2025-04-28,0,0,0,0,1,0,0,0,0
BV1rL5hzCE4t,2025-04-20,0,0,0,0,2,1,0,0,0
BV1rL5hzCE4t,2025-04-21,0,0,1,0,0,0,0,0,0
BV1rL5hzCE4t,2025-04-22,0,0,0,0,0,0,0,0,1
BV1rL5hzCE4t,2025-04-25,0,0,0,0,0,1,0,0,0
BV1rL5hzCE4t,2025-04-26,0,0,0,0,1,0,0,0,1
BV1rL5hzCE4t,2025-04-27,0,0,0,0,0,0,0,0,1
BV1rL5hzCE4t,2025-04-28,0,0,0,0,0,1,0,0,0
BV1rL5hzCE4t,2025-05-01,0,0,0,1,0,0,0,0,2
BV1rL5hzCE4t,2025-05-03,0,0,0,0,0,0,0,0,1
BV1rL5hzCE4t,2025-05-06,0,0,0,0,0,1,0,0,0
BV1rL5hzCE4t,2025-05-08,0,0,0,0,1,0,0,0,0
BV1rL5hzCE4t,2025-05-09,0,0,0,0,0,2,0,0,1
BV1rL5hzCE4t,2025-05-11,1,0,0,2,0,0,0,0,0
BV1rL5hzCE4t,2025-05-14,0,1,0,1,0,0,0,0,0
BV1vk5qzJEFJ,2025-04-17,0,0,0,0,2,0,0,0,0
BV1vk5qzJEFJ,2025-04-18,0,0,0,0,1,0,0,0,0
BV1vk5qzJEFJ,2025-04-20,0,0,1,0,0,0,0,0,1
