bvid,time,Sadness,Anger,Regret,Disgust,Joy,Expectation,Surprise,Love,Neutral
BV18tLbzDEGL,2025-05-04,2,5,11,5,5,8,3,0,3
BV18tLbzDEGL,2025-05-05,1,8,10,3,9,7,4,0,5
BV18tLbzDEGL,2025-05-06,0,1,3,1,2,1,2,0,1
BV1CDwbeEEh3,2025-01-21,0,0,1,3,3,0,1,0,0
BV1CDwbeEEh3,2025-01-22,1,6,13,4,7,12,6,0,6
BV1CDwbeEEh3,2025-01-23,0,1,4,1,1,0,1,0,0
BV1CDwbeEEh3,2025-01-24,1,2,1,1,1,1,0,0,0
BV1CDwbeEEh3,2025-01-25,0,2,2,0,0,1,0,0,0
BV1CDwbeEEh3,2025-01-26,0,1,1,0,1,0,0,0,0
BV1CDwbeEEh3,2025-01-27,0,0,1,0,0,0,0,0,0
BV1CDwbeEEh3,2025-01-28,0,1,0,1,0,0,0,0,0
BV1CDwbeEEh3,2025-02-01,0,0,0,0,1,0,0,0,0
BV1CDwbeEEh3,2025-02-04,0,0,0,0,0,1,0,0,0
BV1CDwbeEEh3,2025-02-05,0,0,0,0,0,1,0,0,0
BV1CDwbeEEh3,2025-02-06,0,0,0,1,0,0,0,0,0
BV1CDwbeEEh3,2025-02-07,0,0,0,0,0,1,0,0,0
BV1CDwbeEEh3,2025-02-09,0,1,0,0,0,0,0,0,0
BV1CDwbeEEh3,2025-02-11,0,0,0,0,0,1,0,0,0
BV1CDwbeEEh3,2025-02-12,1,0,0,0,0,0,0,0,0
BV1CDwbeEEh3,2025-02-22,0,0,0,0,0,1,0,0,0
BV1CDwbeEEh3,2025-03-01,0,1,0,0,0,0,0,0,0
BV1CDwbeEEh3,2025-03-03,0,1,0,0,0,0,0,0,0
BV1Fsf5YFEdt,2025-02-06,0,0,0,0,2,1,0,0,3
BV1Fsf5YFEdt,2025-02-07,0,0,0,0,1,2,1,0,0
BV1Fsf5YFEdt,2025-02-08,1,0,1,0,0,1,0,0,2
BV1Fsf5YFEdt,2025-02-09,0,0,0,0,0,2,0,0,0
BV1Fsf5YFEdt,2025-02-10,0,1,1,0,3,1,0,0,0
BV1Fsf5YFEdt,2025-02-11,0,0,0,0,3,0,0,0,2
BV1Fsf5YFEdt,2025-02-12,3,0,0,0,4,1,1,0,1
BV1Fsf5YFEdt,2025-02-13,0,0,2,0,1,2,1,0,0
BV1Fsf5YFEdt,2025-02-14,0,0,1,0,1,0,0,0,2
BV1Fsf5YFEdt,2025-02-15,0,0,1,0,2,0,0,0,0
BV1Fsf5YFEdt,2025-02-16,0,2,0,0,2,0,0,0,0
BV1Fsf5YFEdt,2025-02-17,0,0,0,0,1,0,0,0,0
BV1Fsf5YFEdt,2025-02-18,0,0,1,0,1,0,0,0,0
BV1Fsf5YFEdt,2025-02-19,0,0,1,0,0,1,1,0,0
BV1Fsf5YFEdt,2025-02-20,0,0,0,0,0,0,0,0,4
BV1Fsf5YFEdt,2025-02-21,0,0,0,0,0,0,0,0,1
BV1Fsf5YFEdt,2025-02-22,0,1,0,0,0,0,1,0,0
BV1Fsf5YFEdt,2025-02-25,0,0,1,0,1,0,0,0,0
BV1Fsf5YFEdt,2025-02-26,0,0,0,0,0,1,0,0,0
BV1Fsf5YFEdt,2025-03-01,0,1,1,0,2,0,0,0,1
BV1Fsf5YFEdt,2025-03-02,0,0,0,0,1,1,0,0,0
BV1Fsf5YFEdt,2025-03-03,0,1,0,0,0,0,0,0,0
BV1Fsf5YFEdt,2025-03-04,0,0,0,0,0,0,0,0,1
BV1Fsf5YFEdt,2025-03-07,0,1,0,0,0,0,0,0,0
BV1Fsf5YFEdt,2025-03-09,0,0,0,0,0,1,0,0,0
BV1Fsf5YFEdt,2025-03-10,0,0,1,0,0,0,0,0,0
BV1Fsf5YFEdt,2025-03-18,0,0,0,0,0,0,0,0,1
BV1Fsf5YFEdt,2025-03-20,0,0,0,0,1,0,0,0,0
BV1Fsf5YFEdt,2025-03-21,0,0,0,0,0,0,0,0,1
BV1Fsf5YFEdt,2025-03-26,0,0,1,0,1,0,0,0,0
BV1Fsf5YFEdt,2025-03-29,0,0,0,0,0,1,0,0,0
BV1Fsf5YFEdt,2025-03-31,0,0,0,0,0,1,1,0,0
BV1Fsf5YFEdt,2025-04-01,0,0,0,0,1,0,0,0,0
BV1Fsf5YFEdt,2025-04-11,0,0,0,0,0,0,0,0,1
BV1Fsf5YFEdt,2025-04-13,0,0,0,0,0,1,0,0,0
BV1Fsf5YFEdt,2025-04-15,0,0,0,0,0,0,0,1,0
BV1Fsf5YFEdt,2025-04-22,0,0,0,0,1,0,0,0,0
BV1Fsf5YFEdt,2025-04-24,0,0,1,0,0,0,0,0,0
BV1Fsf5YFEdt,2025-04-28,0,0,0,0,0,0,1,0,0
BV1Fsf5YFEdt,2025-04-30,0,1,0,0,0,0,0,0,0
BV1Fsf5YFEdt,2025-05-02,0,0,0,0,1,0,0,0,0
BV1GBtjeFEAa,2024-11-01,0,0,0,0,0,0,0,0,1
BV1GBtjeFEAa,2024-11-03,0,0,0,0,0,0,0,1,0
BV1GBtjeFEAa,2024-11-05,0,0,0,0,0,0,0,0,1
BV1GBtjeFEAa,2024-11-08,0,0,0,0,1,0,0,0,1
BV1GBtjeFEAa,2024-11-11,0,0,0,0,1,0,0,0,0
BV1GBtjeFEAa,2024-11-14,0,1,1,0,0,0,0,0,0
BV1GBtjeFEAa,2024-11-15,0,0,0,1,2,1,0,1,0
BV1GBtjeFEAa,2024-11-16,0,0,0,0,1,0,1,0,0
BV1GBtjeFEAa,2024-11-18,0,0,0,0,2,0,0,0,0
BV1GBtjeFEAa,2024-11-19,0,0,1,0,0,0,0,0,0
BV1GBtjeFEAa,2024-11-20,0,0,0,1,0,1,0,0,0
BV1GBtjeFEAa,2024-11-21,0,0,0,0,4,1,3,0,1
BV1GBtjeFEAa,2024-11-22,0,0,0,0,2,0,0,0,0
BV1GBtjeFEAa,2024-11-23,0,0,0,1,0,0,3,0,0
BV1GBtjeFEAa,2024-11-24,0,0,0,0,1,0,0,0,1
BV1GBtjeFEAa,2024-11-25,0,0,0,0,2,0,0,0,0
BV1GBtjeFEAa,2024-11-26,0,0,0,0,0,0,0,0,1
BV1GBtjeFEAa,2024-11-27,0,0,0,0,1,0,0,0,0
BV1GBtjeFEAa,2024-11-29,0,0,0,1,0,0,0,0,0
BV1GBtjeFEAa,2024-12-01,0,0,0,0,1,0,1,0,0
BV1GBtjeFEAa,2024-12-02,0,0,0,0,0,0,0,0,1
BV1GBtjeFEAa,2024-12-05,0,0,1,1,0,1,0,0,0
BV1GBtjeFEAa,2024-12-06,0,0,0,0,1,0,0,1,0
BV1GBtjeFEAa,2024-12-08,0,0,0,0,1,0,1,0,0
BV1GBtjeFEAa,2024-12-10,0,0,0,0,1,0,0,0,0
