序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像,emotion
1,0,260647347328,12993048,飘翎之沫,6,男,流弊,2025-04-18 02:33:24,0,0,不跟你嘻嘻哈哈,未知,是,https://i0.hdslb.com/bfs/face/6cc827f2036717430e25fd5cfd3565fdd9943954.jpg,Joy
2,0,260647347328,12993048,飘翎之沫,6,男,流弊,2025-04-18 02:33:24,0,0,不跟你嘻嘻哈哈,未知,是,https://i0.hdslb.com/bfs/face/6cc827f2036717430e25fd5cfd3565fdd9943954.jpg,Joy
3,0,260647347328,12993048,飘翎之沫,6,男,流弊,2025-04-18 02:33:24,0,0,不跟你嘻嘻哈哈,未知,是,https://i0.hdslb.com/bfs/face/6cc827f2036717430e25fd5cfd3565fdd9943954.jpg,Joy
4,0,260647347328,12993048,飘翎之沫,6,男,流弊,2025-04-18 02:33:24,0,0,不跟你嘻嘻哈哈,未知,是,https://i0.hdslb.com/bfs/face/6cc827f2036717430e25fd5cfd3565fdd9943954.jpg,Joy
5,0,260647347328,12993048,飘翎之沫,6,男,流弊,2025-04-18 02:33:24,0,0,不跟你嘻嘻哈哈,未知,是,https://i0.hdslb.com/bfs/face/6cc827f2036717430e25fd5cfd3565fdd9943954.jpg,Joy
