序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像,emotion
1,0,260536687425,15916799,夢幻丶白夜,6,男,好菜的露娜,2025-04-28 00:56:00,0,1,,未知,是,http://i2.hdslb.com/bfs/face/157c4a1b36435a8c16b6d684f4626e7f9a99205d.jpg,Disgust
2,0,260536687425,15916799,夢幻丶白夜,6,男,好菜的露娜,2025-04-28 00:56:00,0,1,,未知,是,http://i2.hdslb.com/bfs/face/157c4a1b36435a8c16b6d684f4626e7f9a99205d.jpg,Disgust
3,0,260536687425,15916799,夢幻丶白夜,6,男,好菜的露娜,2025-04-28 00:56:00,0,1,,未知,是,http://i2.hdslb.com/bfs/face/157c4a1b36435a8c16b6d684f4626e7f9a99205d.jpg,Disgust
4,0,260536687425,15916799,夢幻丶白夜,6,男,好菜的露娜,2025-04-28 00:56:00,0,1,,未知,是,http://i2.hdslb.com/bfs/face/157c4a1b36435a8c16b6d684f4626e7f9a99205d.jpg,Disgust
5,0,260536687425,15916799,夢幻丶白夜,6,男,好菜的露娜,2025-04-28 00:56:00,0,1,,未知,是,http://i2.hdslb.com/bfs/face/157c4a1b36435a8c16b6d684f4626e7f9a99205d.jpg,Disgust
