序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像,emotion
1,0,261014753696,3546557878110308,Imlkei,4,男,出正经视频你们又不爱看,2025-04-22 10:06:14,0,1,,未知,否,https://i2.hdslb.com/bfs/face/4867aa928167f43c3031413a2514ccc0f6d89d0f.jpg,Disgust
2,0,261014753696,3546557878110308,Imlkei,4,男,出正经视频你们又不爱看,2025-04-22 10:06:14,0,1,,未知,否,https://i2.hdslb.com/bfs/face/4867aa928167f43c3031413a2514ccc0f6d89d0f.jpg,Disgust
3,0,261014753696,3546557878110308,Imlkei,4,男,出正经视频你们又不爱看,2025-04-22 10:06:14,0,1,,未知,否,https://i2.hdslb.com/bfs/face/4867aa928167f43c3031413a2514ccc0f6d89d0f.jpg,Disgust
4,0,261014753696,3546557878110308,Imlkei,4,男,出正经视频你们又不爱看,2025-04-22 10:06:14,0,1,,未知,否,https://i2.hdslb.com/bfs/face/4867aa928167f43c3031413a2514ccc0f6d89d0f.jpg,Disgust
5,0,261014753696,3546557878110308,Imlkei,4,男,出正经视频你们又不爱看,2025-04-22 10:06:14,0,1,,未知,否,https://i2.hdslb.com/bfs/face/4867aa928167f43c3031413a2514ccc0f6d89d0f.jpg,Disgust
