序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像,emotion
1,0,260287382865,21145151,祭樂Jelle,6,男,一大半视频都是废话,2025-04-24 16:32:17,0,1,(ಡωಡ) ,未知,否,https://i2.hdslb.com/bfs/face/33e002110a19c1024af50112cb9ab23cf265a652.jpg,Disgust
2,0,260287382865,21145151,祭樂Jelle,6,男,一大半视频都是废话,2025-04-24 16:32:17,0,1,(ಡωಡ) ,未知,否,https://i2.hdslb.com/bfs/face/33e002110a19c1024af50112cb9ab23cf265a652.jpg,Disgust
3,0,260287382865,21145151,祭樂Jelle,6,男,一大半视频都是废话,2025-04-24 16:32:17,0,1,(ಡωಡ) ,未知,否,https://i2.hdslb.com/bfs/face/33e002110a19c1024af50112cb9ab23cf265a652.jpg,Disgust
4,0,260287382865,21145151,祭樂Jelle,6,男,一大半视频都是废话,2025-04-24 16:32:17,0,1,(ಡωಡ) ,未知,否,https://i2.hdslb.com/bfs/face/33e002110a19c1024af50112cb9ab23cf265a652.jpg,Disgust
5,0,260287382865,21145151,祭樂Jelle,6,男,一大半视频都是废话,2025-04-24 16:32:17,0,1,(ಡωಡ) ,未知,否,https://i2.hdslb.com/bfs/face/33e002110a19c1024af50112cb9ab23cf265a652.jpg,Disgust
