bvid,time,Sadness,Anger,Regret,Disgust,Joy,Expectation,Surprise,Love,Neutral
BV1C3ouY1Eae,2025-04-21,0,0,0,0,0,0,0,0,5
BV1C3ouY1Eae,2025-04-30,0,0,0,0,0,0,0,0,5
BV1C3ouY1Eae,2025-05-03,0,0,0,0,0,0,2,0,3
BV1CR5kz2Etc,2025-04-18,0,5,0,0,26,5,5,0,39
BV1CR5kz2Etc,2025-04-19,0,0,0,0,8,0,0,0,2
BV1D854zmEqp,2025-04-20,0,0,5,0,0,0,0,0,15
BV1DaVuzbEAJ,2025-05-02,0,0,0,0,5,0,0,0,0
BV1DaVuzbEAJ,2025-05-12,0,0,0,0,5,0,0,0,0
BV1DaVuzbEAJ,2025-05-13,0,0,0,0,0,0,0,0,5
BV1DaVuzbEAJ,2025-05-14,0,0,0,0,0,0,0,0,5
BV1Dt5sz3EaP,2025-04-27,0,0,0,0,0,5,5,0,0
BV1Dt5sz3EaP,2025-05-09,8,2,2,13,5,0,0,0,10
BV1Dt5sz3EaP,2025-05-16,0,0,0,0,0,0,0,0,5
BV1Dt5sz3EaP,2025-05-21,0,0,0,0,0,5,0,0,0
BV1Dt5sz3EaP,2025-05-27,0,0,0,0,0,0,0,0,5
BV1Dt5sz3EaP,2025-05-28,0,5,0,0,0,0,0,0,0
BV1Dt5sz3EaP,2025-05-30,0,0,0,0,5,0,0,0,10
BV1Dt5sz3EaP,2025-06-01,0,0,0,0,5,0,0,0,0
BV1Dt5sz3EaP,2025-06-05,0,0,0,0,5,0,0,0,0
BV1Dt5sz3EaP,2025-06-07,0,0,0,0,0,0,0,0,5
BV1Dt5sz3EaP,2025-06-08,0,0,0,0,0,0,5,0,0
BV1E15XzYEbY,2025-04-22,0,0,0,0,0,0,0,0,5
BV1E15XzYEbY,2025-04-23,0,0,0,0,0,0,0,0,4
BV1ES5azgEGL,2025-04-17,0,0,0,0,5,0,0,0,10
BV1Ei5xzREbT,2025-04-19,0,0,0,0,0,0,0,0,5
BV1ExfAYfEBX,2025-04-04,0,0,5,0,0,5,0,0,5
BV1ExfAYfEBX,2025-04-05,0,0,4,10,0,17,0,0,9
BV1ExfAYfEBX,2025-04-06,0,0,0,0,0,5,0,0,5
BV1ExfAYfEBX,2025-04-07,0,0,5,5,5,0,0,0,0
BV1ExfAYfEBX,2025-04-08,0,4,0,1,0,0,0,0,0
BV1ExfAYfEBX,2025-04-09,0,0,0,0,0,0,0,0,5
BV1ExfAYfEBX,2025-04-10,0,0,0,5,0,0,0,0,0
BV1ExfAYfEBX,2025-04-11,0,5,4,0,0,10,0,0,6
BV1ExfAYfEBX,2025-04-13,0,0,0,5,0,0,0,0,0
BV1ExfAYfEBX,2025-04-16,0,0,0,0,0,5,0,0,0
BV1ExfAYfEBX,2025-04-17,0,0,3,2,0,0,0,0,0
BV1ExfAYfEBX,2025-04-21,0,0,0,0,0,0,0,0,5
BV1ExfAYfEBX,2025-04-23,0,0,0,5,0,0,0,0,0
BV1GXdpYwEKD,2025-04-08,0,0,0,10,0,10,10,0,10
BV1GXdpYwEKD,2025-04-09,0,0,4,7,0,11,5,0,13
BV1Gc5HzAEGW,2025-04-19,0,0,0,0,5,0,0,0,15
BV1H1LbzuEJs,2025-04-24,1,0,0,15,19,5,5,0,35
BV1H1LbzuEJs,2025-04-25,0,5,5,0,5,5,0,0,10
BV1H1LbzuEJs,2025-04-26,0,0,0,0,5,3,0,0,7
BV1H1LbzuEJs,2025-04-30,0,0,0,0,5,0,0,0,0
BV1H1LbzuEJs,2025-05-11,0,0,0,5,0,0,0,0,0
BV1H1LbzuEJs,2025-05-12,0,0,0,0,0,0,0,0,5
BV1H1LbzuEJs,2025-05-13,0,5,0,0,0,0,0,0,0
BV1H1LbzuEJs,2025-05-19,0,0,0,0,0,5,0,0,0
BV1HD5fzWEn8,2025-04-20,0,0,0,5,0,0,0,0,10
BV1HTojYaEQe,2025-04-14,0,0,8,28,5,29,0,0,35
BV1HU54zvEd4,2025-04-19,5,4,7,6,12,0,6,0,30
BV1HU54zvEd4,2025-04-20,0,5,5,8,5,0,5,0,22
BV1HU54zvEd4,2025-04-21,0,0,0,0,5,0,0,0,5
BV1JkGQzfEho,2025-04-30,5,5,0,4,12,10,10,0,69
BV1JkGQzfEho,2025-05-01,5,0,0,0,0,0,0,0,5
BV1JkGQzfEho,2025-05-06,0,0,0,0,0,0,0,0,5
BV1JkGQzfEho,2025-05-07,0,0,0,0,3,0,0,0,7
BV1JkGQzfEho,2025-05-09,0,0,0,5,0,0,0,0,0
BV1JkGQzfEho,2025-05-12,0,0,0,0,0,5,0,0,0
BV1JkGQzfEho,2025-05-16,0,0,0,0,0,0,0,0,5
BV1JkGQzfEho,2025-05-31,0,0,0,0,0,0,0,0,5
BV1Ju5ezLEtb,2025-04-17,0,0,5,0,5,5,5,0,10
BV1Ju5ezLEtb,2025-04-18,8,0,6,30,1,5,1,0,9
BV1Ju5ezLEtb,2025-04-19,0,0,0,8,5,0,0,0,7
BV1Ju5ezLEtb,2025-04-20,0,0,0,5,5,4,0,0,16
BV1Ju5ezLEtb,2025-04-21,0,0,0,4,0,0,0,0,1
BV1Ju5ezLEtb,2025-04-27,0,0,0,0,0,0,0,0,5
BV1K3wgePEHa,2025-01-16,0,0,0,0,0,0,0,0,5
BV1KSd5YwEJe,2025-04-12,0,0,0,0,5,5,0,0,0
BV1KSd5YwEJe,2025-04-17,0,0,0,0,0,5,0,0,0
BV1KSd5YwEJe,2025-04-18,0,0,0,0,1,0,0,0,14
BV1KSd5YwEJe,2025-04-25,0,0,0,0,0,0,5,0,0
BV1L1LwzsEsq,2025-04-21,0,0,0,0,0,0,0,0,5
BV1LD5EzwEMk,2025-04-18,5,0,5,0,0,0,0,0,0
BV1MG5vzAEZq,2025-04-18,0,0,0,5,0,0,0,0,0
BV1MM5dzxEXT,2025-04-22,0,0,0,0,0,0,0,0,5
BV1MM5dzxEXT,2025-04-30,0,0,0,0,0,0,0,0,10
BV1MbdKYCEiE,2025-04-09,0,4,1,0,5,0,0,0,0
BV1MbdKYCEiE,2025-04-10,0,0,5,4,1,30,0,0,0
BV1MbdKYCEiE,2025-04-11,0,0,5,0,0,10,0,0,0
BV1MbdKYCEiE,2025-04-16,0,0,0,0,0,5,0,0,0
BV1MbdKYCEiE,2025-04-19,0,0,5,0,0,5,0,0,0
BV1MbdKYCEiE,2025-04-21,0,0,0,0,0,0,0,0,5
BV1MbdKYCEiE,2025-04-22,0,1,0,4,0,0,0,0,0
BV1Mk57zUEEm,2025-04-19,0,10,3,0,19,0,10,6,62
BV1Mk57zUEEm,2025-04-20,5,0,0,0,4,0,0,2,24
BV1Mk57zUEEm,2025-04-21,7,0,0,0,0,3,5,0,40
BV1Mk57zUEEm,2025-04-24,0,0,0,0,0,0,0,0,5
BV1NMoFYoE5s,2025-04-15,0,0,0,0,0,0,5,0,10
BV1NULGzAEAe,2025-04-24,0,0,0,0,5,0,0,0,0
BV1Nh5azpE8Y,2025-04-17,0,5,0,0,10,0,0,0,15
BV1Nh5azpE8Y,2025-04-18,0,0,15,14,12,9,0,0,45
BV1Nh5azpE8Y,2025-04-19,0,0,0,0,0,0,0,0,20
BV1Nh5azpE8Y,2025-04-21,0,0,0,0,5,0,0,0,20
BV1Nh5azpE8Y,2025-04-22,0,0,0,0,0,0,0,0,10
BV1Nh5azpE8Y,2025-04-23,10,0,0,5,1,0,0,0,4
BV1Nh5azpE8Y,2025-04-24,5,0,0,0,5,0,0,0,15
BV1Nh5azpE8Y,2025-05-01,0,0,0,0,0,0,0,0,5
BV1Nh5azpE8Y,2025-05-19,0,0,0,0,0,0,0,0,10
BV1NtxWeAEHy,2024-09-30,0,0,0,5,0,0,0,0,5
BV1NtxWeAEHy,2024-12-09,0,0,0,0,5,0,0,0,0
BV1PA5szbE89,2025-04-19,0,0,0,10,2,0,0,0,13
BV1Pg5JzEEno,2025-04-18,0,0,0,0,5,0,0,0,0
BV1Pg5JzEEno,2025-06-06,0,0,0,0,5,0,0,0,0
BV1Ph58zyEou,2025-04-17,0,0,0,0,0,0,3,0,2
BV1PodjYNEUH,2025-04-10,0,5,10,0,1,15,0,0,9
BV1PodjYNEUH,2025-04-11,0,5,5,5,5,15,0,0,5
BV1PodjYNEUH,2025-04-12,0,0,5,5,0,5,0,0,0
BV1PodjYNEUH,2025-04-14,0,0,0,0,0,5,0,0,0
BV1PudWYnEps,2025-04-08,0,0,5,7,9,31,3,0,20
BV1PudWYnEps,2025-04-09,0,0,1,14,9,31,0,0,60
BV1Q5dmYPEjq,2025-04-11,0,0,0,5,0,17,0,0,28
BV1Q5dmYPEjq,2025-04-12,0,0,0,2,0,5,0,0,3
BV1Q5dmYPEjq,2025-04-17,0,0,0,0,0,0,0,0,5
BV1QE5CzFExe,2025-04-21,0,0,0,0,0,5,0,0,10
BV1QE5CzFExe,2025-04-22,0,0,0,0,1,5,0,0,9
BV1QE5CzFExe,2025-04-23,0,0,0,0,4,0,0,0,6
BV1QFdNYCE5N,2025-04-09,0,0,0,0,5,0,5,0,10
BV1QFdNYCE5N,2025-04-10,0,0,0,0,0,0,0,0,5
BV1QFdTYHEiB,2025-04-09,0,0,0,0,5,0,0,0,0
BV1QFdTYHEiB,2025-04-10,0,0,0,0,0,0,0,0,5
BV1QFdTYHEiB,2025-04-11,5,0,0,0,4,5,0,0,11
BV1QGdVYqEf4,2025-04-10,0,0,0,0,0,0,0,0,5
BV1QSZ2YMEaF,2025-04-03,0,0,5,0,0,0,2,0,8
BV1RSdPYnEqR,2025-04-09,0,0,0,8,0,8,0,0,14
BV1RSdPYnEqR,2025-04-10,0,0,4,0,1,15,0,0,0
BV1RSdPYnEqR,2025-04-11,0,0,0,0,0,0,0,0,5
BV1RSdPYnEqR,2025-04-28,0,0,0,0,0,0,0,0,5
BV1RYGzzjEFH,2025-05-02,0,0,0,0,0,0,5,0,0
BV1RYGzzjEFH,2025-05-05,0,0,0,0,0,0,0,0,5
BV1RYGzzjEFH,2025-05-10,0,0,0,0,0,0,0,0,5
BV1Rd5azNEkV,2025-04-17,0,0,0,0,0,0,0,0,10
BV1Rd5azNEkV,2025-05-02,0,0,1,4,0,0,0,0,0
BV1Rf5izUER9,2025-04-17,5,0,0,0,0,0,0,0,0
BV1RvGrzXEpn,2025-04-29,0,0,0,0,5,0,0,0,25
BV1RvGrzXEpn,2025-05-09,0,0,0,0,0,0,0,0,5
BV1S75tz1ES6,2025-04-19,5,5,0,20,28,0,2,0,55
BV1S75tz1ES6,2025-04-20,0,0,4,7,11,0,0,0,33
BV1S75tz1ES6,2025-04-21,5,0,0,0,0,0,0,0,15
BV1S75tz1ES6,2025-04-22,0,0,0,5,0,0,0,0,0
BV1S75tz1ES6,2025-05-12,0,0,0,0,0,0,0,0,5
BV1S8ZFYvE6B,2025-04-02,0,0,0,10,5,2,8,0,5
BV1S8ZFYvE6B,2025-04-03,0,0,9,76,18,1,20,0,41
BV1S8ZFYvE6B,2025-04-04,0,0,0,5,1,0,0,0,4
BV1S8ZFYvE6B,2025-04-06,0,0,0,0,5,0,0,0,0
BV1S8ZFYvE6B,2025-04-18,0,0,0,5,0,0,0,0,0
BV1Sv57zpEd5,2025-04-18,0,0,0,0,14,1,0,0,0
BV1TELazsEMb,2025-04-23,10,0,0,1,5,0,9,0,0
BV1TELazsEMb,2025-04-24,15,0,0,0,0,5,0,0,0
BV1TELazsEMb,2025-04-25,0,0,0,0,0,0,0,0,5
BV1TtdPYiEnV,2025-04-09,5,0,3,5,0,4,0,0,3
BV1TtdPYiEnV,2025-04-10,5,0,9,5,0,8,0,0,3
BV1UE5DzVENs,2025-04-24,0,0,0,0,5,0,0,0,0
BV1UHdLYuEy8,2025-04-15,0,0,0,5,0,0,0,0,0
BV1UHdLYuEy8,2025-04-16,0,2,0,3,10,0,0,0,0
BV1UHdLYuEy8,2025-04-17,5,0,0,5,10,5,0,0,15
BV1UHdLYuEy8,2025-04-18,0,0,0,0,0,0,5,0,0
BV1UHdLYuEy8,2025-05-03,0,0,0,0,5,0,0,0,0
BV1UHdLYuEy8,2025-05-06,0,0,0,0,0,0,0,0,5
BV1UHdLYuEy8,2025-05-11,3,0,0,2,0,0,0,0,0
BV1UHdLYuEy8,2025-05-28,0,0,1,0,0,4,0,0,0
BV1UHdLYuEy8,2025-05-29,0,0,0,0,0,0,0,0,10
BV1UHdLYuEy8,2025-05-30,0,0,0,0,0,0,5,0,0
BV1UHdLYuEy8,2025-06-01,3,0,0,7,0,0,0,0,0
BV1UHdLYuEy8,2025-06-15,0,0,0,0,5,0,0,0,0
BV1UHdLYuEy8,2025-06-18,0,0,0,0,0,5,0,0,0
BV1UV5qzuEGA,2025-04-18,0,0,0,5,3,0,5,0,2
BV1Uu5vzPEEh,2025-04-17,0,50,4,10,5,5,0,0,46
BV1Uu5vzPEEh,2025-04-18,0,13,5,12,5,2,0,0,3
BV1Uu5vzPEEh,2025-04-20,0,0,0,0,1,0,0,4,0
BV1Uu5vzPEEh,2025-04-21,0,0,0,0,0,0,5,0,0
BV1V55azPExE,2025-04-17,0,0,0,5,0,0,0,0,0
BV1Vd5azKELV,2025-04-17,0,0,0,0,0,0,5,0,0
BV1Vd5azKELV,2025-04-22,5,0,0,0,0,0,0,0,0
BV1Vi5kzfE8i,2025-04-19,0,0,0,0,5,0,0,0,5
BV1Vtd2YiE32,2025-04-11,0,0,0,0,5,0,0,0,0
BV1VzRyY4EiM,2025-04-07,5,0,0,0,0,14,0,0,16
BV1VzRyY4EiM,2025-04-08,5,0,0,5,0,0,0,0,0
BV1VzRyY4EiM,2025-04-15,0,0,0,0,0,0,0,0,5
BV1VzRyY4EiM,2025-05-03,0,0,0,0,5,0,0,0,0
BV1WU5bzVE15,2025-04-20,5,0,0,5,0,0,0,0,10
BV1WWVgz9EZL,2025-05-03,0,7,0,8,0,0,0,0,5
BV1WWVgz9EZL,2025-05-04,5,0,0,0,0,5,0,0,5
BV1WWVgz9EZL,2025-05-05,5,0,0,0,0,0,0,0,0
BV1WYLPz3EYd,2025-04-26,0,0,5,0,5,5,0,0,15
BV1WYLPz3EYd,2025-04-27,5,0,1,5,10,4,5,0,10
BV1WYLPz3EYd,2025-04-28,0,0,1,5,4,1,0,0,14
BV1WYLPz3EYd,2025-04-29,0,0,10,0,2,0,0,0,8
BV1WYLPz3EYd,2025-04-30,0,0,0,0,0,0,0,0,10
BV1WYLPz3EYd,2025-05-01,0,0,0,5,0,0,0,0,0
BV1WYLPz3EYd,2025-05-02,5,4,0,1,0,0,0,0,0
BV1XB5YziEj2,2025-04-18,5,5,0,5,0,0,15,0,5
BV1XB5YziEj2,2025-04-19,0,0,0,5,0,0,0,0,5
BV1XB5YziEj2,2025-04-20,0,2,7,6,5,0,10,0,5
BV1XB5YziEj2,2025-04-21,0,2,5,13,0,4,1,0,10
BV1XB5YziEj2,2025-04-25,0,0,5,0,4,0,1,0,15
BV1XB5YziEj2,2025-04-26,0,0,0,0,0,0,0,0,5
BV1XB5YziEj2,2025-05-05,0,0,0,0,0,0,0,0,5
BV1XTd3YAE5u,2025-04-13,0,0,0,10,0,5,0,0,10
BV1XTd3YAE5u,2025-04-14,0,0,5,0,5,0,0,0,0
BV1Xc5vzzEVU,2025-06-07,0,0,0,0,0,0,0,0,5
BV1XtdWYTESx,2025-04-08,0,0,5,7,5,13,5,0,40
BV1XtdWYTESx,2025-04-09,0,5,0,20,0,10,0,0,25
BV1XtdWYTESx,2025-04-19,0,0,0,5,0,0,0,0,0
BV1XudmYqESJ,2025-04-11,5,0,0,0,5,0,0,0,0
BV1XudmYqESJ,2025-04-14,0,0,0,5,0,0,0,0,0
BV1XudmYqESJ,2025-04-18,0,0,0,5,0,0,0,0,0
BV1XudmYqESJ,2025-04-19,0,0,2,13,0,0,0,0,5
BV1XudmYqESJ,2025-04-20,5,0,0,0,0,0,0,0,0
BV1XudmYqESJ,2025-04-21,0,0,0,0,0,0,5,0,5
BV1XudmYqESJ,2025-04-22,0,0,0,10,0,0,0,0,0
BV1XudmYqESJ,2025-04-25,0,0,3,7,0,0,0,0,0
BV1XudmYqESJ,2025-04-26,5,5,0,0,0,0,0,0,0
BV1XudmYqESJ,2025-05-02,0,0,0,0,0,0,0,0,5
BV1XudmYqESJ,2025-05-06,0,0,0,0,0,0,0,0,5
BV1XudmYqESJ,2025-05-07,0,0,0,5,0,0,0,0,0
BV1XudmYqESJ,2025-05-08,0,0,0,2,0,0,0,0,8
BV1YKZqY2E9X,2025-03-30,0,0,0,0,0,5,0,0,0
BV1YKZqY2E9X,2025-04-05,0,0,0,0,0,0,0,0,5
BV1Z158zPEhR,2025-04-17,0,0,0,0,0,5,0,0,10
BV1Z158zPEhR,2025-04-18,0,0,0,0,0,0,10,0,0
BV1Z158zPEhR,2025-05-11,0,0,0,0,0,0,5,0,0
BV1Z158zPEhR,2025-06-08,0,0,0,0,0,0,0,0,5
BV1ZCLwzREgn,2025-04-20,0,0,0,0,5,10,0,0,5
BV1ZCLwzREgn,2025-04-21,0,0,0,0,10,7,4,0,14
BV1ZCLwzREgn,2025-04-22,0,0,0,0,0,5,0,0,5
BV1ZCLwzREgn,2025-04-24,0,0,0,5,0,0,0,0,0
BV1ZCLwzREgn,2025-04-27,0,0,0,0,0,0,0,0,5
BV1ZCLwzREgn,2025-05-03,0,0,0,0,5,0,0,0,0
BV1ZCLwzREgn,2025-05-04,0,0,0,0,0,5,0,0,0
BV1ZCLwzREgn,2025-05-13,0,0,0,0,5,0,0,0,0
BV1ZCLwzREgn,2025-06-18,0,0,0,0,0,0,0,0,5
BV1aU5qzLE7Z,2025-04-19,5,5,0,15,0,5,0,0,15
BV1aU5qzLE7Z,2025-04-20,1,0,0,11,8,15,0,0,15
